id,SQ_PRODUTO,NSUCCG,GTIN,TPGTIN,MARCA,XPROD,TPPROD,PREFIXGS1,PREFIXEMP,CNPJ,CPF,IMGURL,XORIGEM,XDESTINO,NCM,SITGTIN,DSIT,CSEG,CFAM,CCLAS,CBRICK,SUBGTIN,TPSUBGTIN,QITENSSUBGTIN,PESOB,UNIDPESOB,PESOL,UNIDPESOL,DT_FIM
91,323,92232349112665,23750105941528,17,83,0IPNWQXMUTSUQAGIYC4J0K7J09I88HI0U1HEPWGUCCQ4S7UDR4SIN4WYIYML8TIW99UEFP1GUPBZIHMYB84MR7NUW406VKJXIR9RH6M4HV6SOTO01SRIQZU1R65VBYKTTRFC1X7YDFQ7ND4IIAOGSF1P2GJGSSJUKPEH8345GAK8ZA3KWU7WWGFKHKU6EFHNYZY6Z8BAFGRGSFEOBRZR4JPKZRQH0JPY1JDHPOLNKW500OT7O8E1L7LO8TE8HZ0K7TDJOFTD23YHPKPTXMUT938NGT35MBMNKUH7EK1PYHLAM09O2TYET4Z39ANHCMNK5YC0DJ683PXX37ZA3MMRFQV5FX5BOJZE6DAPZR7QAOJZ6JMYKLXQPBEOOM2G8BT3IAFFPQBPNQTSZ0DJBMH3Q2S4XLXCMFBZZSEIA1S2PLROMJ4ATMES13XFDDGMH403JWVMIW7JO6UWRIAGG352BJXQLFWY2YX3NZK8V3BMAI9BN1U6ASTG,H4FKRP5M3F6IICJ,929,73267748087,WK0N0SHFNYK1YG,OFW8FHQU37T,ZP3CE3AD9J6H0QUA2UOAKIG6AB15D7C820JOBN9Q8TYO6AOJN0K8BTIRW5B7NEFZR0A9EM4A80ZJYGXTREVX2YTUN29BKXMTSO8NR8D0EAQDZJOP0BZZKU0XESD1JYSIJ0IMAHMO2VFMVQDEO8LJIAV1LZJ3N67UM20GV8FWIR7LEH34J8K1DZ0FK9UUAWHRP7LZRZ5IX2YKZJAOFXZKNNWCQOXS7Z45YT1Q3YBHW7TYTE5WH0ZTKT7ABB3OC1QTR87J67AY9Z04Z5G3Q6S3ZPDS2FTCBT57S5QXN68003UJ,PH,I7,89497191,0,1996-01-04,10282970,6609951,15708587,33051710,47636152426729,11,45761171,20538.259,QF5FTNULE3HWEHC2HQ01,31712.704,GL99OC9F3NG7DJ2KCDFC,2008-04-14
92,33,985905066695575,26797822645721,51,5D,U3PFB8DWZT3CHLOZQHP8ZUBA979N94XU4E65XRM5KVLTLGUYMEZYWEQKQLVZSI6MGKR2GKLZWMDVLXJ0P4BXOJWOUHWO5ZRPDUZGWXLOR23PY27M39UKXHX98ME7H5E790HGSBPFSUEKPY90CJKWFQ3D3LUA6YQM2337L8FQ3JTWWGZFRIZ97GYRH6F88TOABXNALXWW1FVOP43E1S692JTF71NF6B08S7BBZGLHE82IBF7LV1JVY0RPXURKYOR2LZ9PR2RVGF1YJW648J955HXEUX5OFF5SQ22CQMFCWSV49PQPBYHZ9UTZA13JJHNWUMVOCWS1MYY6I05OISCVTCYES0GB52EQ0VHOSIGT12VF6PIKPXPBF3F28EUEEW6K9N6Z14CDODMLUOCBL5JE7V84AS1B5CSLPOYERB9V7QHQV393V36ECUNXLUI78SVB8DQUSE8CFKQCVN2EXUXTDKUI71B0DLAWPNVKILK305RTDCHVR8DR,P917LLVW405BRBK,585,37104940812,PNK399D6M1NAPS,7MTV0OMVY4V,EKMHIZ62UFVJSODLKQQVK8UUVAQFG30JNTLBTNYJ1O0KJ4YS9BK6WER6OXQ55J8YEPKWNMACENZBI66CTDQLI0J4QRROPH1PZJ3CMVHQE6CSD7TYKDJDQOU5A7HETVTF3J2MM1PL0UWKWHQLNY39J5E0V03WNSEWJPGMZY37ZBYRCTN7Y4D0U7CWG2H4FWKDII0MVAQW2RS0P61UZBXHRGJJ53J7ZUGHFSL67W1A2QREFJTQ5VSGCQ4BQM3M9K5IRWYDY0DBG4NEWAYG6MBG4LA34V1HJ4B3X6GXN9PKVYWW,TC,P5,14213917,0,2020-09-25,76554803,26555645,42913911,43986457,54773330762235,54,61684143,68118.329,N4Y1XYNODG0O1GJZW58I,60180.916,Z4EQI2LTM5ZFS65XIUDU,2012-10-23
93,6729679,467349565125233,21654473527220,25,IL,BN9LREAQKM2NRUKLOH5NZ33YZA785DXBOG3TMSO2GV9USXWYRRZ7GK2WHVQUZULQW6RTI7N1JZLGV34S1SAOLQL0H221N4CYG9LG1S5N63P6JXW72ZB33TSRJMYCBPFDW5C56V04GOQME57TYIP28F5F742NAEMM1RKBE4S3XWGBPGA9ERNZFGEGFGOL0R6914YSMOQZB1UNLMDMCXUQ5K9UHHU1NNLQPQFRMNFXPTSPX0C97VUY4SLQEWYJMDS2ZRDZDN7F108KEVCMMMRLU2DCQTXDAAP0NKZ3ENUL6PXYCCASGIQ583OXWPCEB4EYNSM5M0TGYMCX72K453CJVIL7AGGYC0ZHG7VYRHY76GYMOM13MHESW34NY4J9FMIB2OYXK42UXM9VOSKAHVP1Q3Z0CA02IGYZILSQUZRPYJVA1LVOZ4W3M8C2REJXHM7UZ9KFW4F2L7MEVYE9CC3AVP0KQUBN3UCLJEG7QI5IYQ7FFDEYVH2R,HPITS4YP1Z5JXD6,468,85360979113,0HPPKLHAEAH388,UN0D9CB6Q8T,PJMTLMYZVXG2HZCW48A7J0QN9QSSMV5CIEKGF23AC0TSHZQYRHZILGXREQD7C3Y2VE4U2AQWPVHS6L7T501BP3APTCUOMRQNQ33970HPGOZZOX8YU5EL9UH3XXHRA4T5R2ZFRMKYZXK02T5J3FSFYIFXGZE6R9M1UV7EQJ4YFAVEQ9YGAD8T606S124DGXAZI393L1WICP8C1PZ8ZGL627FPST5LM4ZNJDBRVMOYTZNOXNRL99GWNQ52OXMTXPL0BNKO67C1HJ8EHBGUYEBPQVQ05JTLTZFDNUEMJSS8JEJK,0M,K9,60939314,7,2018-10-30,76646239,67857155,28913321,45739765,42842892991723,66,21484094,53069.648,QW0D6PAIG71N5DUSPKQX,75127.904,5GL4RSR7BJ0OBFMW8DRP,2014-04-14
94,424,605884984266369,3257111322544,53,6P,Y7Y2178OS2ZSG8LS9XEGJSX2Z5MNDZ9V6350I1E7NKMIEWF0HD5FLQY3OO4LDTPU1O44W8K837N8QUZU0SHA6IVTSMKRE8CHZ0I4GQK9AZFAJ8G3FU85D2ASIC3NHGGREAKNE43EFJMLWCTBCC1H34NI96U0002GE8QDDITC5A2O7Z3UW45NFS6GIRN56YB0PKQZOZI262L10T7IQSKQC8URS3H3Y16BC8H7R9SENZL5KHNO51LH74QIPDPNK4VO97W1CWRLXEHP2EAXSGFU8W2VSCR1FMWT94NAI0AFRRNLX0EKLRUSUHFFYNVIUIHJKWNRXAB8RE3B70HET4VG6BON7O9I5L662PEWA2LZLBDN7BM6ZGH1UPNPHFDYBK3U7KC4UM2KNTGYYRXT9UZKDU2A6536QOW6Z8XZJ1CMMD82OYUSX1HCOPRG5BMPO27DBVOZWSHVQ1VQ35EHOO5J9VT76DSBUL987POYZ67VE4GQ96PP8ECE,XG7CXU2E8ZUTLIJ,103,99939381022,BLIOQPSOFJTVQX,OW2OL5NM43T,495JREHFAC78BTCGQ3NA4RRTNSN2V01ISMSSCNCOVALWAZ750DYS3VI8QMXYE5O0NHNAKC368HZKDLE856NQ22J076A3BBOVKTFYHC7F47Q9E6EGD3TVUDW5TL1V3YJ7Q3LGJ34HPUVMHBGN59WYMZYZJYSQ0VFEW7D3I3A3BYCMAQSNDCEE751AR1LICYB9YZJTJW5L5PPXK8D2WXMRXZNSO0E7UQZRN76TSRC01O4TG86J4IQM2BPN6D7EW3IPQZNNY2JNU3VQZ9PBIRR4PHGEV9PHO882A2JTB2TXJ8XO,Z7,1U,67093283,9,2006-01-17,17880208,26536835,90544419,16382987,30084801721565,4,96356145,53550.805,FMCCAI2VF4JRMH53ZWDC,18164.477,27Y784AFZMQCYJV3U784,1990-12-05
95,1957650493,537685523725343,26132038266213,7,1M,KJM6NTCE1XSK0KY6ZSRWAQGJGQ1TBKAWU7RCVL5G0TTWIKC2J47EE9M4BFANC2UF1T0R9KVW1ZZZUSO6DOOGLO1JOGPAUICHC4TWYG3NU5Z6TLG1QUVMHN04UED04R8WKAQ7XTCOSDJTLSZ98A227884B4KXACBAG57LZK4DG2GA698LK6S0815U59Z43A9C5HE24HQMXYMHEVB7GQGQN16FVO13DMEOK6ZHUCI5LOIT860IEX0DIHB5YTHFIDGDR7KBWJU213TL9Z5EPQAGN81CB3VQ1LNGJBYCI8SLFIK6A6JLP2NA4NK06AT6Q3XY96IF60D7HYLT6P78953LG0BQ6WJ18GBPWKSIZ0A0PHVI0I8DNAZ2GX38S68L0XYO4FV5A7JDQXVQLU9GIN5HQADGEWB0MEMCQ86L6SXSDFC6YT0XCL213V8N2LNHTF4FJWHYYW3GFTH3OOWN5UULIPRG74WWMMC1IE8RM8WJGAJHQGD7120B,8HCVAYN5Z9VC8IV,706,66342811189,GC3YJME6P25CU9,E44AZZY7AOZ,WYKUGS2FNOI9JZB0Q6VEZHPF7TNJ3VMUVT8PCOTRFXA0VBZ8DN7HJIHV1MNFMZQ4IX88B97NFK7WZABGG9K7YZB8BF5SGIYB3TKYU6XUK13G97U90ADOB5SQ5XO2WXBECSZV5JZAFBMK03U6JWY8HWU9A2XD4LVIRYX4R4TE7GPLVOHPQL4305A5S5QMRD4A2ORP473NOU617PY5WQX7SUOOT88QRTH727XLB2PJR1XK0DT4WNTU5EFO9WLGZX6F54HD0O5RL6LE2AM43G9AF6V6GF3KS593T3CYUDY731PH,EH,VE,52357970,3,1999-02-18,75723326,2080326,63247169,19763249,96546765206629,18,39408198,84937.552,1HK5IOTQ7G0KT1N1R8I5,23450.276,YHGTUN3INQRJIDH18F9H,2012-05-18
96,3699409520,453275257490409,49037810479847,73,WE,5QFR19X1QARQXFY6B6PWOZH7W5N50DTKX36QNN1M3I10K1625B9GAFZIO10U64LHX9R9L5SA0TMS3U4HOJKTB9F0F3D6N1AZQX369E03M82QR9UJZYS70RY2MV9VOW29IOY3Z1KHQMAZ2IPXOW6JOR3W1UKCCUGYMKE81DGRGOXB5O1IEJFB7G4IWB0O02G4NDRTGFNJTOQG20UZRK76N0VG0ZD0UVCE7N9819VI2OIL226DM7JIUJY4LTZ8FTY5KQ9O7NXW70RTOVZUTWRJM49SEEQSTDG23HP6SX67ROMNHJAHI83Q33EKRJZ767V4SGEMNZB83WKYAXL7G6WSN1S7WRLJDJ7JP4E45X3OEN6S7794EU399RWJM2V0944S87RW6GV4MZJH5RB1FLKB8VCU50X5IMEJ5MJJ8TH8RBVVVST92MBY7FHZM93N81GGFLC51PSUT4C6KW8BNP1OIHIA4F3L926FCQ0MR1L3W1O8OWIEKDTR,CMFHKE1GUY6HGBQ,490,50974600591,Z041IBLDACU18R,CRVP1SX94I5,TDWFCZYRMN1YRFSXSZGG23K7BRBFI68Y1CG66TNCMONUDHU8GRDWTYLXS9JTSM2K8AQZZL7OXS65FG2NRHWYHQFCOKPBA7G9Y6C5S00X8BOCHCSM4UJF4FU7MZFYEZ2AWJN7RQN5PBG5GXX3PVNVWIVTQCNV3FZEI3NKFTXEC9MA2SHCRWV90D64KI0VJ462T7QXT62U0P417M2N620TWEBL9MWC0813F3PEJXJDOTRFRPHV3VBU4FK5OZN6Z0X0NB0KMIBOABNGRGMKKVCPOF6JU8XLNWNPJOU8AGTQK7W5,74,EV,94908105,1,2016-02-09,68992990,27295936,5242348,87555135,64196396950389,49,78824697,92308.523,LT23FDMPEP93921D57VW,98055.984,M13M9LQEPE68QV1BJ13R,1996-09-24
97,8874,99399275554771,72534859774638,51,C4,MFFP66MZHWJHQE73HNG4LDO2BMP1ORWFSHY9TA9B2RABP7MKCAP5D1S5MGF1074EF3E3K1D5APHU5CKGOHCM4WXGB77WOZPSPM7BZ9CO1HHFVD4KAOTI66D1HPBXTZE4N4JJ1LWV9TCS3AIUZHY1FT9XS2GBWF7Y1TNJ5HU4X7MRIFRPRRE4UOY119VCW53K9RQ7NYXTD5CCCCZULK00N06AGWPUBDL9DYLZU5R5VUSBLHEWQGUJ0KYMBYE7PTAHRYMRB2OGJYXQFWVTMAZP43913N3LOIJM9BN1MJNIMZQZCXCUGJKG0G34BELS6LQFNP5GJDX6N004M0RSP8TEOH02BA9U4E9JHEDTZXRCV7TQWAVGZR0HIWXDUI0XP2F3CIB141KB8LBEU0O7LKY3QR8553RNXUIQHMS7HOZKHCKO6IVK9DVSFV0M2T9SCN61AZY3BGBKYKGO9US3AU5H0SRFTLCF9KJKFWERE60LD4VV39L7MDXK,5IHY11ATLSIE2V7,209,20574828259,PZX4EXR4PWZ64Q,NQNM2CA6R39,4UWBKL2P869GO1YFISD6NDXWBXIPD62Y8AFMCWU4RJOT6O6LHK5WVXQ5SJ0JJ4AZZH1DA7UHKYAWK9HFYTM8GKAIRTZJIJHI7JVTXAZLW9SOM3YROK1IFTS4ZXPAS6H66YKAIK74NF5JJOBCYOAIVSYAPNDOUEVQL79VCJ3LZVW8HM77P3PYKVH630PMD2XMDJFLSU66MRSK68XJYYLRUM34V41TU875AQWQESGB1Z8X0EJ7L51LWJKWH8THN28R3MKN0T4DSMQ00S3OCX8Y62QTY4S798JVZQLWL2XU68ZS,MF,WD,9312041,0,2020-10-27,26082189,39610891,77963703,92111101,50466131932781,75,6285253,36054.548,VDN2ZA2IWMDA31BTYZQ0,44624.754,WC5AZ2RZFD1AWPGI3S58,2010-05-07
98,0,168785462219087,33836239231441,61,RD,426MT0AY20J1TOXA76MAT7SW9S1AED7U3KOX6UVY2B2KPUAVHKZXSKKAUX36MEBO6VS6U9DKXIL5MRV1O39063SV65U9FZYFW9VBBCUR7LYWOXAFCM7QVON1FCG38IUZ82OT8FMOJFSC8CACN2W1H2HUCRUSVXPQYJK6AVZTOWQCVVXF1UGOGOO0KXYEMWHYY1NIDD3LA25GTQOTHI0UBCFII7LTSOPQUWCT303IZDJE90GSDMRONE5NBDQPONZRJ1S1AZ88W1ST7I7YT8A2EOJ9ZKXXW4Y3BVGVROB60MI6YPBWL450LFBJAF86AV0GH3TOD34ZUDFTPFCCR9WQIW1MDV5I3NOFK3HSBW0OW0IG5QQUMJY8EY00F41OJTY38N4KPMNIZD0RJPJ3CTL6YKB2GYL5A68BZ4GH5STFSQ5KKPMN9FXT1T32K2UXCG3XZ9OACGLIVB10Q77EQYS3TKZO09ATRDZHOL48I9YQIF8J1I169KY4,HTL65M1PGB6MDQQ,31,39758269836,MZEJH69IEJ2Y53,XA88U5154RE,618ZT8MDJNUH35OGGUSVA18G73LXUK3F8CTQOVS2UCS1RU8ZDWTU6G6PWD0D5BMEO5YY3UMJI6798A0X9K6FL9XUTQ6EICVDXPOCA350E7VKH7KLAXSZFELRHKMLS09K4E6B10DFT5VINAR8YC1WUPYL96VRWM0E5YEV6XW1XBXWV2M9K7E0Y79JS516O2M60WBTQTHROWXKYOWIG8J544X1852ZPZPOJCICE7Q78SU7KPWRH15NLU0BREMR45AOYAQX8KOQ0AB2GHCG02UNYV0IYTHCK4XONXXS7TD9WEN9,B6,PU,56384762,3,2015-08-04,2808801,67075693,70480052,36853085,80148501078605,80,2200222,86443.179,LM2EKX2YEXV0K8URBBQA,78603.902,ELP2ABNZHCMIIWQ3ECX2,2000-08-09
99,6926966203,284521740715701,39809799347806,19,TL,D1JC1YZYI9AM348KFE47EULXI03DRB89E0LU197TGQCZXVNR5S9DPW0FCMPEHU4X8WR1NRAHVUWTCWJN5QF430IQG5K8QLFP8L3SPB8C0V80X4PMRLOE6PO143ODKD1IOINJFGG49BRAZS31UCCWHJ8QSK8SXIP687DLXV3QTBODAB6D0NQR979183J8QLEWKGZAWA9ZQ7HUUEIXMMPFQU0T1R8XDWST7W0VCJWONWYQJBGLO5BUE09YCHI55C26AX92UU6P6SMZ4R2NCBWQ16UWCUGAA8LLCXU35NIBVD9A2KALJZHXRFDKAW21J8M86VDISE1CIDV7JKPR3QP0F1W2Y46GWTQNAATYQ6NYKY40PUXXGK6G3JQBIDV8ACJF0I171C58BBCTN1SJODMTE8N1D2CM9YY3IZ3QIYFWU58VQOQHY0HXUYRJBAYE8WUKUCYPUBSMXX9QJRV5RDD95LF4G3P899CB98ZXE7F7RN20B3GCOXZM,R2LM6T6OEOIQ0RD,243,41891810562,3DXZTDLKEVG5P2,IRYZJPALJVV,XHSKMA528I49XM25B9YTXLPOIEHB4CJWRZHLU89MQEPVD9OQYLUIJQFEOZ8GOT5SC65X95OUYLX9GL75JLJJUNLAS92FJAPYD17HKXBFWO3KT93CWUVISP40CO7UTJUDKK6XK7C00YRP01YVMOWXUK2XP6J21L9VM9LS5XA8PAA68SWH6DMV7R5A1ML6TE79HMOPYZKJ72PDUJ07YRBWNB08MZ1H2Q1GB1H6YOVDFYQUUNQOL07EYM6CKQB9UTVCZPVYFJVI58Y6OPTF965I05U346VHMLOJ19XY55F286Q8,JC,BY,12024357,7,2005-06-04,36579061,85947086,4659750,79418162,39349860048514,5,4794268,6314.818,F1NG3T20N56DO216CPBV,80533.966,KNTLDFI95N88WUQM00J7,2004-05-03
100,979049682,271935682648063,32619830738377,67,UZ,AOCGLPATNZ447A3ENEWKF5Z9CM4L7T3Y45GKLKDUVU8EZSF2RXB9DJNQB4ZUGWYDI2K6IFZIDJ04VMAKJDMSGX9EX10KF95LULXEFBSJ2IVER05H4F67J5EZBYWKI2P9Z9ENG9WV4ZJERI6MF7D5HWPLII2GENQGJA45XCFH1OYJNO3D0YWVURQATKX2OXX6SVTFV7KFH3ATNUEWZVNTB0JR7R8VGSDTYYTGM8AKWVQBH05SWWMWG5MAGT7BY44AX3WK7MZFLEYVC71ZV3LKHAYG82WTS1AAHY8LLQR63EEX4DQRI24WTRJ6U7AMPHIVK07ABACY3ASEMBNY9BTB52FYZ3AV2UPT14DK93V9CVY3AFCZVT01QVT4JIU77LVTCMOAPPAAR7671E6TNQ586WFO5P65G1V0I9STT5FNGQZ0LNJO0VL4OQI9C6D4NKCHWVMPCQ1UOA4VSSL8L8XVRTCQTMLXWDLUH57A4EMM22RCRT46SOGK,OK4UARVMSWXT8EQ,418,14494712635,IZCKXDP1D9HDSI,MIRW5GFDBCU,P3QYXORK37SOKN0KA0QUTNEV3VQCOGG2M5Z3C12GR8XPPWRGGAPGSWN87NJMU69865VU60ZH2X26GOQN2V3JQ2D8XPGQPZENIF0L0NV1GUY8D281JKJFU1WHXECPMP1E5DAYEYXAQ5BOEQ7WAR41MT1QBV9D1AQWJOUSEETHKXMTWVYXCV23TM1V3SHHSNL06JP61VWY074552J8492MNSTCXMXCCMYV7X5XCNWDPCX1STMPVKNYAM0YJ5AOHJG7Y8WPWOR2M8SX5A13LICWPOX3KNGYVKR40DIJCR51XTVU,DU,ZJ,94073870,5,2007-12-08,90840098,47474947,37866411,151930,99250004559622,57,95378929,95903.771,5I7SOUB0ARS4V8942HUH,79121.918,0MIUSHLKE0YJ8XGBTIEM,2005-11-25
101,8966463586,132947673698945,5058257298617,11,18,3383UWHRU75I80UFQEGDPCUOHWI72THPL634KATZXQXW5IAE9XT3VPBSP4CS55JGZHTFS9XQTUXL1E9KJQ7PHGBU08KRZZ0XJQB40G615XQY32MV4YTK7GVS7WI5YNA993H3MQZ10C2UR3Y8GGORG5S8XZBQ94FYG3WSGSBCREF6B6IXTE8IOE4YC79JJAKI62LUFOK4R751WI0Z8HBPUBITDFAWVJZF07YLJU66FYWHRT1F2A3EK1P8CAV5AID4HN9FD9QNATB8VNJ6KI0B9VCXFNNNTL3PCG1HU5Q73VZF9P35R6IIPCGXHK8YM78ZC952TH9IA37IHQEMA81TWNXOVJTNJ0KTOS1MTVOC4NDW3FTYFPYPTYNDS0XC2EKFQH929YU7BCMNGOA3FQEOAY5AO9U906O780FXX8QWIA2L2Y6HH5IJBKNVTHMHORSRSJ63PV0B5XF6E4R77UXJED8Q1K6DH63HNG9NE1EJ50JUWQ45O44V,WQNP0K8DHD7T9E1,120,33308984508,DULTVEJFSTHTL4,AP6MDKNS8E6,1RD7NPSVK1EAQF73DPCE564QZ7AAB1LLJH72Q6KHN3Z6PLGZBY84L5VUPQ6TTFZMOZLJKUKJTD5VWD81HSPHIMVKFWD0GKFFFBX9RRHEVG917RF70T2YHS3KVO1VWMHTVHQAHGCIE2404UKYBYA5DZ8X3AZPPU1Z7O99YSHM6UK6HZ2PTPS84I1KIZDH92MMGL2CNMJ1SABDGZFQIZD2714BM7F3BDYJOUEHFYV1U37XY27EBDBR106WG5C200NSEU0K9SN3WZMZSYC2P8344353AZOPN4H0LPH3Y5SX4162,JF,Y0,95677500,5,1994-05-07,4944519,26286743,20802546,46961579,66786750099869,63,80467895,98762.622,G9UD8XN3OLH956B52SMC,97808.628,RDOD3NTD6LUP35CSA260,2013-02-01
102,8,506686769233442,13629276768339,66,H0,VAFA2QZBXI5AB8LFBIBZI2XLAWKA25TTQGDPUF92X12CKO4Q0TNSDNTUJPDEGDS4RBHRYSXX569ITP08KW1OXP1SI0EN80V9GROPYUO0LP4ONYGX91XURWV9CHOOYC38JFQS4TUFFOC1K30PFZEF36ATO47ENH53OYT5X39UQB5XY332TDUTYZN7NQT2C8V77TM745HBJKMZMTWTIQOYJRH35W3L3G09BD3X6TOQICSACLCSTZTEAYTHKDJBR3N2RP1SSFOROK7IJI2BFQR2XHGBJ5UFU5HSOI0L5J6PVBF7JWOVMXCY330SXJG06Q6RTCH431AS7BFIKN4RV9OIUNC2QBQI6P2N4IKOAI1TUFCP04BQ8KICO6R8W8Q3JYXX15P25WU9XTPA21T9YBQ9UHSSY1ERZ987HY18HPLUL2JQ6G09C1JVXU1ESMJ3XAJN5RGQ5Q7VCHQC2OS1WWN316GT1RQTURGK9TOWITTF7JXZGWWMF7H4,HO2BD80V32FOV8S,821,63167547110,9F4Z77A8180MBI,LKYR6P3NBDM,5VUJFU3ZHIGL14EF7NWSLN6CHC7EQ1EZNJU8OKJN8UW40RDMOAF09S9VXMZYLXITW7ZFDJJS6W2YUXVXZQR9MBU24T8CQS8IBQJNDF6RWPT6KNAEXQQVUQKDKLOSVAWRRDCXZ5YCKV3JYV2PM3Y5R4EGVGHTZFFZSPOBPC1TPN1BHQYEYLELAXVC5ZMIT0IITOWLKXL7K1FPRBKXO91WB3Z874P6CKPA2EO7KOQH38XYUP7HC29M3KTRK6YMMN3P93NR4SAAGS46LFRFEEGB99Q33EWRYFLCCJLDQAD3XSGQ,6C,N1,61987924,3,2013-07-13,50509040,68827833,80301816,33616223,74830506814563,6,37512220,42544.736,H4NB09SXD7KXVR9C82UG,47898.14,KJEV5IQGQWYE86YJZUXG,1996-02-13
103,2,338841916054317,25990633417218,76,ZF,C6V5JN4VN6AI2TCCH3LRDITQA47ZZC753Z6DH3AVOXHFOG5JYDSHZYCX2I094FDG38DQ1LYKH2A9MIPZPPJESAU1RTZK5L1F9PR7IOZT36T7NDS9YDF4J53A86OLGXX3YOQT0RLT6BD4HO3V59WSILNNPUX8WW9IVNOXKFMCJ1FV22GAOYUQB07GZC77OUFUYYUK841RXMB8SV24A3XI0R120F00LNJW18T0VNPZOAYINMD1482L6NI4UBL46KAJIATGOUCC44MJOFFWVLJRPJG8WU7N83Q732TDA7F1V4YOKTKQDVOX09S4UYQFSNTHCJ68B3LNWELYUTT7D9RYGN4VNV45856KA33M63IQJFD1YN36ETCTAEABN1IF307PL710CWC6PXFFTFTJ00H151UWIGFG77N9KB788H6E71ZYY4RLBHKR9OW5NUMC9UPL7RL6RDIK0NSP6691WS8OOIW63DOU0PK5WLKAC30FWWL531E14MHX,L01G1RZ5AYRMTG2,937,52349193324,OCO851WUW11S4Z,CY2C5FGGCRM,3N8ZH2INLDGGFRFQ3OI2CG9L33T7HBMOM81V7IENY2J17QJ3ATZHQ06HZ4M2LPV3PYZ9WVC656AJZSKE3DRXXX7OIJBRJZ81Z5AD2Q0GQ5ELJJKUUV1SRA8X5JECA7BZZQTTHQ8ELQW9SGGF54RMQG8ALAQ18YCT2H7TZK1CJ68FW0RDSRVBONG8H8YZTWXNHJL0RZPYA10SOG9GX8D5F20XRGGLNMK0OYRP0RPANRLL9XLKEOIQXKWT1ZHBKEONX6210MOTSJQU8RIQYYOCFHCRI0PIX3A0E5ATMJGIPILG,FU,6P,68592586,1,2005-08-29,61239064,40267842,60536184,45481971,93916348833956,99,33783793,62747.807,06ZTSOV7YZB2NGZBEIML,59061.473,D93BMANVFE1EQEEK1E6K,1993-04-29
104,65171874,440196090114506,18030161718243,70,MB,ADZ7NH3KKFRT7SMJMGD5G0MQG7TGC6VG29XGBWWYE3YGPQRFH9AXG1782F0S9KIWBOXGIO0767FT1L4X4DH2WT3R8OR7H41NUFB2E5G98VBGCB037FGVPEM80BGWLCHNU47H8PIIAJMMO9V1GJZCIS93CX5CG4M1DLHEHCLNYUU042GVI8WIFA7LLXLUWURR7JF8Q4TNC8Z8UMQ5SVC8SUDSJBSW776XQ7MD3YLIC33WCFD5PEHX8IVFJ8MVSWB2VXULZN781NVMT142YRNFE9IVDZHQKZN8L5EG3N1B5CA0LWDEJJBI64U6H0YM3ALDOQ6MIJBAB6K05VTVJ1EU8CMS89UKD8UGTEBOVLV55BO61C8P2G2ZSD6Q2VT5KKD2K1C3GAYX34S9CS4GPILBFA3Y8SU9D5KXI8AP5L5EVUWKY7G5C965BO5GT13OMKGJ9WIXE3TNKUUZ9S8BLOTB7DD2107I1I2VWBEFUUP7VKRWDY5U3XVA,7REUWZNUGF0LC48,362,83167916302,Q4OL1Z41RTQK0N,JHMEGMZ455V,RIWWSPCEHH7L95S9WHANOK6SAQMXUCT5AS9Z47MHDOHB0X6YMIN3F1H49M9NLL2U4Y7D5PLP19MEUNSDAWA0IL8KVCER02WJ0DD3L0BKJQ92DFVCED1IACA8OG5OG23K71LJE9N6FOOD5X6K3ALVPGO70MNV6UIAEACASJ5G3JN2CTMQC74EBLAX59IG5O8XLM3S2SZ6T0W7ZRYK9WEBL3TFR5K8TI9G5UHQK53R81O5D7KYZSL8WKVBXWE4IEPWDYHB3VA2EAU0IDXJ9R6N73QU9J3ZDREYVQE0VJHXXZSZ,LU,S4,88318800,8,2011-06-17,49431382,40473033,32026174,7289525,64670271485407,19,25773813,13399.383,AQF6DURUT8EPSR8MJ9RS,21274.064,Q9LO8GIM87N3JPX01ZK6,2018-01-07
